Brand;Serie;Color;Location;Fuel;Gear;CEKIS;Year;KM;Galeriden;CC;HP;GARANTI;Price
Volkswagen;Passat;-;Gaziantep;Benzin;Duz;Onden;2018; 37 ;0;1395;125;1;278000
Honda;Civic;-;İstanbul;Benzin;Otomatik;Onden;2020; 4 ;0;1597;125;1;277900
Volkswagen;Passat;-;Adana;Dizel;Duz;Onden;2014; 49 ;0;1598;120;0;277500
Honda;Civic;-;Bursa;Benzin;Otomatik;Onden;2017; 47 ;0;1498;182;1;277500
Volkswagen;Golf;-;İstanbul;Benzin;Yarı;Onden;2020; 8 ;0;1498;150;1;277500
Volkswagen;Passat;-;Ankara;Dizel;Yarı;Onden;2015; 135 ;0;1598;120;0;277000
Volkswagen;Passat;-;Ankara;Dizel;Yarı;Onden;2015; 127 ;0;1598;120;0;277000
Volkswagen;Passat;-;Kayseri;Dizel;Yarı;Onden;2015; 109 ;0;1598;120;0;277000
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2015; 130 ;0;1598;120;0;275500
Mercedes;-;-;Bursa;Dizel;Yarı;Onden;2014; 99 ;0;1461;109;0;275500
Volkswagen;VW;-;İstanbul;Benzin;Yarı;Onden;2013; 70 ;0;1390;160;0;275500
BMW;3;-;İstanbul;Benzin;Otomatik;Arkadan;2013; 169 ;0;1598;136;0;275000
Mercedes;-;-;Antalya;Benzin;Otomatik;Arkadan;2011; 152 ;0;1796;156;0;275000
Audi;A4;-;İstanbul;Dizel;Otomatik;Onden;2012; 145 ;0;1968;143;0;275000
Audi;A3;-;Niğde;Dizel;Yarı;Onden;2013; 109 ;0;1598;105;0;275000
Mercedes;-;-;İzmir;Benzin;Yarı;Onden;2013; 77 ;0;1595;122;0;275000
Honda;Civic;-;Kocaeli;LPG;Otomatik;Onden;2018; 39 ;0;1597;125;1;275000
Honda;Civic;-;Kütahya;Dizel;Otomatik;Onden;2018; 25 ;0;1597;120;1;275000
Ford;Focus;-;Ankara;Dizel;Otomatik;Onden;2020; 23 ;0;1500;120;1;275000
BMW;5;-;İstanbul;Dizel;Otomatik;Arkadan;2011; 222 ;0;1995;184;0;274500
Volkswagen;VW;-;İstanbul;Benzin;Yarı;Onden;2016; 92 ;0;1395;150;0;274000
BMW;1;-;İstanbul;Benzin;Otomatik;Arkadan;2015; 40 ;0;1499;136;0;274000
Volkswagen;Passat;-;Eskişehir;Benzin;Duz;Onden;2017; 24 ;0;1395;125;1;274000
Skoda;Scala;-;Konya;Dizel;Yarı;Onden;2020; 2 ;0;1598;115;1;274000
Volkswagen;Passat;-;Antalya;Dizel;Yarı;Onden;2015; 154 ;0;1598;120;0;273000
Mercedes;-;-;İstanbul;Benzin;Otomatik;Onden;2013; 115 ;0;1595;156;0;273000
Volkswagen;Passat;-;Elazığ;Dizel;Yarı;Onden;2014; 93 ;0;1598;120;0;273000
Opel;Astra;-;Hatay;Dizel;Otomatik;Onden;2018; 25 ;0;1598;136;1;273000
BMW;3;-;Ankara;Dizel;Otomatik;Arkadan;2013; 197 ;0;1995;184;0;272000
Mercedes;-;-;İstanbul;Dizel;Yarı;Onden;2014; 135 ;0;1461;109;0;272000
Renault;Megane;-;İstanbul;Dizel;Yarı;Onden;2020;0;0;1461;115;1;272000
BMW;1;-;İstanbul;Dizel;Otomatik;Arkadan;2015; 72 ;0;1496;116;0;271500
Seat;Leon;-;Bursa;Benzin;Yarı;Onden;2019; 45 ;0;1498;150;1;271000
Mercedes;-;-;Bursa;Dizel;Otomatik;Arkadan;2007; 200 ;0;2148;170;0;270000
Renault;Talisman;-;Bursa;Dizel;Yarı;Onden;2016; 146 ;0;1598;130;0;270000
Mercedes;-;-;Konya;Benzin;Otomatik;Arkadan;2013; 127 ;0;1595;156;0;270000
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2016; 120 ;0;1598;120;0;270000
Skoda;Octavia;-;Şanlıurfa;Dizel;Yarı;Onden;2017; 107 ;0;1598;115;1;270000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2017; 49 ;0;1598;115;1;270000
BMW;3;-;Nevşehir;Dizel;Otomatik;Arkadan;2011; 148 ;0;1995;184;0;269000
Peugeot;RCZ;-;İstanbul;Benzin;Otomatik;Onden;2013; 110 ;0;1598;158;0;269000
Audi;A3;-;Kütahya;Dizel;Yarı;Onden;2015; 84 ;0;1598;110;0;269000
Volkswagen;Passat;-;Kayseri;Dizel;Yarı;Onden;2015; 152 ;0;1598;120;0;268000
BMW;3;-;İstanbul;Dizel;Otomatik;Arkadan;2012; 151 ;0;1995;184;0;268000
Hyundai;i30;-;Malatya;Dizel;Yarı;Onden;2017; 59 ;0;1582;136;1;268000
Renault;Megane;-;Ankara;Dizel;Yarı;Onden;2018; 49 ;0;1461;110;1;268000
Volkswagen;Golf;-;Antalya;Dizel;Yarı;Onden;2015; 107 ;0;1598;110;0;267500
Honda;Civic;-;Diyarbakır;Benzin;Otomatik;Onden;2020; 11 ;0;1597;125;1;267500
BMW;1;-;İstanbul;Dizel;Otomatik;Arkadan;2015; 164 ;0;1496;116;0;267000
Honda;Civic;-;Adana;LPG;Otomatik;Onden;2020; 5 ;0;1597;125;1;267000
Honda;Civic;-;Bursa;Dizel;Duz;Onden;2018; 65 ;0;1597;120;1;266500
Mercedes;-;-;Konya;LPG;Otomatik;Arkadan;2012; 136 ;0;1597;156;0;266000
Volkswagen;Passat;-;Ankara;Dizel;Yarı;Onden;2015; 119 ;0;1598;120;0;265000
Volkswagen;Passat;-;Osmaniye;Dizel;Yarı;Onden;2015; 107 ;0;1598;120;0;265000
Volkswagen;Golf;-;Bursa;Dizel;Yarı;Onden;2017; 61 ;0;1598;115;1;265000
Volkswagen;Polo;-;İstanbul;Benzin;Yarı;Onden;2018; 53 ;0;999;95;1;265000
Honda;Civic;-;Osmaniye;LPG;Otomatik;Onden;2018; 48 ;0;1597;125;1;265000
Volkswagen;Jetta;-;Kastamonu;Dizel;Yarı;Onden;2015; 25 ;0;1598;105;0;265000
Audi;A4;-;Osmaniye;Dizel;Yarı;4ceker;2012; 208 ;0;1968;177;0;264000
Citroen;C4;-;İstanbul;Dizel;Yarı;Onden;2014; 133 ;0;1560;117;0;263000
Audi;A3;-;Adana;Dizel;Yarı;Onden;2016; 117 ;0;1598;110;0;263000
Skoda;Octavia;-;İstanbul;Dizel;Yarı;Onden;2017; 71 ;0;1598;110;1;263000
Honda;Civic;-;Iğdır;LPG;Otomatik;Onden;2019; 44 ;0;1597;125;1;263000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2019; 33 ;0;1598;115;1;261000
Honda;Civic;-;Samsun;LPG;Otomatik;Onden;2020; 3 ;0;1597;125;1;260900
Skoda;Octavia;-;Samsun;Dizel;Yarı;Onden;2017; 72 ;0;1598;115;1;260000
Skoda;SuperB;-;Gaziantep;Dizel;Yarı;Onden;2015; 64 ;0;1598;105;0;260000
Honda;Civic;-;İstanbul;LPG;Duz;Onden;2017; 39 ;0;1598;125;0;260000
Honda;Civic;-;Malatya;LPG;Otomatik;Onden;2018; 33 ;0;1597;125;1;260000
Volkswagen;Golf;-;Ankara;Benzin;Yarı;Onden;2018; 18 ;0;999;110;1;259900
BMW;3;-;Isparta;Dizel;Otomatik;Arkadan;2011; 164 ;0;1995;184;0;259000
Ford;Mondeo;-;Elazığ;Dizel;Duz;Onden;2016; 62 ;0;1560;115;0;259000
Seat;Leon;-;İstanbul;Benzin;Yarı;Onden;2018; 21 ;0;1197;110;1;258750
Peugeot;508;-;Kocaeli;Dizel;Otomatik;Onden;2016; 125 ;0;1560;122;0;258000
Volkswagen;VW;-;Tekirdağ;Benzin;Yarı;Onden;2016; 67 ;0;1395;150;1;258000
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2016; 56 ;0;1598;110;0;257950
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2015; 165 ;0;1968;150;0;257500
Skoda;SuperB;-;Şanlıurfa;Dizel;Yarı;Onden;2015; 87 ;0;1598;105;0;257000
Opel;Insignia;-;Bitlis;Dizel;Otomatik;Onden;2016; 90 ;0;1598;136;0;256000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2016; 70 ;0;1598;110;0;256000
Mercedes;-;-;Kocaeli;Benzin;Otomatik;Arkadan;2011; 117 ;0;1796;156;0;255500
BMW;3;-;Konya;Dizel;Otomatik;Arkadan;2012; 205 ;0;1995;184;0;255000
Audi;A3;-;Gaziantep;Dizel;Yarı;Onden;2014; 139 ;0;1598;110;0;255000
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2015; 114 ;0;1598;110;0;255000
Volkswagen;VW;-;Sivas;Benzin;Yarı;Onden;2012; 110 ;0;1390;160;0;255000
Seat;Leon;-;İstanbul;Dizel;Yarı;Onden;2018; 92 ;0;1598;115;1;255000
Volkswagen;Passat;-;Şanlıurfa;Dizel;Yarı;Onden;2014; 85 ;0;1598;105;0;255000
Skoda;SuperB;-;Van;Dizel;Yarı;Onden;2015; 83 ;0;1598;105;0;255000
Mercedes;-;-;Trabzon;Dizel;Yarı;Onden;2014; 75 ;0;1461;109;0;255000
Skoda;Octavia;-;Van;Dizel;Yarı;Onden;2016; 73 ;0;1598;110;0;255000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2017; 59 ;0;1598;115;1;255000
Honda;Civic;-;İzmir;LPG;Otomatik;Onden;2017; 47 ;0;1597;125;1;255000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2018; 36 ;0;1597;125;1;255000
Volkswagen;Golf;-;Eskişehir;Dizel;Yarı;Onden;2017; 34 ;0;1598;115;1;255000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2019; 33 ;0;1597;125;1;255000
Honda;Civic;-;Antalya;LPG;Otomatik;Onden;2019; 19 ;0;1597;125;1;255000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2020; 14 ;0;1597;125;1;255000
Volkswagen;Polo;-;Aydın;Dizel;Yarı;Onden;2018; 14 ;0;1598;95;1;255000
Ford;Focus;-;Uşak;Benzin;Duz;Onden;2018; 10 ;0;1596;125;1;255000
Honda;Civic;-;Konya;LPG;Otomatik;Onden;2020; 8 ;0;1597;125;1;255000
Hyundai;Elantra;-;Trabzon;Benzin;Otomatik;Onden;2019; 8 ;0;1591;127;1;255000
Volkswagen;Golf;-;İstanbul;Benzin;Duz;Onden;2018; 29 ;0;1395;125;1;254900
Opel;Astra;-;İstanbul;Dizel;Otomatik;Onden;2017; 45 ;0;1598;136;1;254500
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2018; 35 ;0;1597;125;1;253500
Honda;Civic;-;Balıkesir;LPG;Otomatik;Onden;2020; 20 ;0;1597;125;1;253500
Volkswagen;Passat;-;Antalya;Dizel;Yarı;Onden;2015; 145 ;0;1598;120;0;253000
Volkswagen;Passat;-;Ankara;Dizel;Yarı;Onden;2013; 123 ;0;1598;105;0;253000
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2015; 114 ;0;1598;110;0;253000
Audi;A3;-;Şanlıurfa;Dizel;Yarı;Onden;2015; 86 ;0;1598;110;0;253000
Honda;Civic;-;Bursa;LPG;Otomatik;Onden;2018; 25 ;0;1597;125;1;253000
Mercedes;-;-;İzmir;Dizel;Duz;Onden;2013; 85 ;0;1461;109;0;252500
Honda;Civic;-;Adana;Benzin;Otomatik;Onden;2019; 16 ;0;1597;125;1;252500
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2016; 66 ;0;1598;110;0;252000
Honda;Civic;-;İstanbul;Benzin;Otomatik;Onden;2018; 26 ;0;1498;182;1;252000
Audi;A3;-;Konya;Dizel;Yarı;Onden;2014; 133 ;0;1598;110;0;250005
BMW;3;-;Ankara;LPG;Otomatik;Arkadan;2004; 268 ;0;1995;143;0;250000
Volkswagen;Passat;-;Hatay;Benzin;Duz;Onden;2015; 101 ;0;1395;150;0;250000
Volkswagen;VW;-;İstanbul;Benzin;Yarı;Onden;2015; 100 ;0;1390;160;0;250000
Audi;A3;-;Ankara;Dizel;Yarı;Onden;2016; 80 ;0;1598;110;0;250000
Renault;Megane;-;İstanbul;Dizel;Yarı;Onden;2016; 59 ;0;1461;110;0;250000
Volkswagen;Passat;-;Konya;Benzin;Duz;Onden;2015; 50 ;0;1395;125;0;250000
Volkswagen;Golf;-;Kocaeli;Benzin;Yarı;Onden;2017; 46 ;0;1395;125;1;250000
Volkswagen;Passat;-;Mersin;Benzin;Duz;Onden;2018; 35 ;0;1395;125;1;250000
Honda;Civic;-;Kahramanmaraş;LPG;Otomatik;Onden;2019; 23 ;0;1597;125;1;250000
Renault;Megane;-;İstanbul;Dizel;Yarı;Onden;2017; 15 ;0;1461;110;1;250000
Honda;Civic;-;Adana;LPG;Otomatik;Onden;2018; 8 ;0;1597;125;1;250000
Mercedes;-;-;İzmir;Dizel;Otomatik;Onden;2016; 218 ;0;1796;109;0;249900
Honda;Civic;-;İstanbul;Benzin;Otomatik;Onden;2018; 31 ;0;1597;125;1;249000
Renault;Megane;-;Adana;Benzin;Yarı;Onden;2020;0;0;1332;140;1;249000
Seat;Leon;-;İstanbul;Dizel;Yarı;Onden;2017; 54 ;0;1598;115;1;248500
Mercedes;-;-;Niğde;Benzin;Otomatik;Arkadan;2011; 143 ;0;1796;156;0;248000
Mercedes;-;-;Ankara;Benzin;Otomatik;Arkadan;2010; 140 ;0;1597;156;0;248000
BMW;3;-;İstanbul;Benzin;Otomatik;Arkadan;2013; 133 ;0;1598;136;0;248000
Volkswagen;VW;-;Balıkesir;Benzin;Yarı;Onden;2013; 68 ;0;1390;160;0;248000
Honda;Civic;-;Elazığ;LPG;Otomatik;Onden;2016; 62 ;0;1597;125;0;248000
Skoda;Octavia;-;Isparta;Dizel;Duz;Onden;2017; 52 ;0;1598;115;0;247500
Volkswagen;Golf;-;Ordu;Benzin;Duz;Onden;2016; 25 ;0;1395;125;0;247500
Seat;Leon;-;İstanbul;Dizel;Yarı;Onden;2019; 19 ;0;1598;115;1;247500
Seat;Leon;-;İstanbul;Benzin;Duz;Onden;2020; 5 ;0;1498;130;1;247500
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2015; 139 ;0;1598;110;0;247000
Renault;Megane;-;İstanbul;Dizel;Duz;Onden;2017; 92 ;0;1461;110;1;247000
Mercedes;-;-;Ankara;LPG;Otomatik;Arkadan;2007; 285 ;0;1796;184;0;246900
Volkswagen;Passat;-;İstanbul;Benzin;Duz;Onden;2017; 134 ;0;1395;125;1;246500
Volkswagen;Golf;-;İstanbul;Benzin;Yarı;Onden;2015; 51 ;0;1395;150;0;246500
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2018; 29 ;0;1597;125;1;246500
Opel;Insignia;-;Denizli;Dizel;Otomatik;Onden;2016; 130 ;0;1598;136;0;245500
Volkswagen;Passat;-;Balıkesir;Dizel;Yarı;Onden;2014; 100 ;0;1598;120;0;245500
Audi;A3;-;Mersin;Dizel;Yarı;Onden;2014; 170 ;0;1598;110;0;245000
Volkswagen;Passat;-;Ankara;Dizel;Yarı;Onden;2014; 160 ;0;1598;120;0;245000
BMW;3;-;İstanbul;LPG;Otomatik;Arkadan;2009; 145 ;0;1995;170;0;245000
Skoda;Octavia;-;İzmir;Dizel;Yarı;Onden;2017; 132 ;0;1598;110;1;245000
Volkswagen;Scirocco;-;Zonguldak;Benzin;Yarı;Onden;2014; 97 ;0;1390;160;0;245000
Volkswagen;Passat;-;Muş;Benzin;Duz;Onden;2016; 85 ;0;1395;125;0;245000
Volkswagen;Passat;-;Malatya;Benzin;Duz;Onden;2016; 83 ;0;1395;125;0;245000
Volkswagen;Passat;-;Mersin;Dizel;Yarı;Onden;2015; 65 ;0;1598;120;0;245000
Ford;Focus;-;İstanbul;Dizel;Otomatik;Onden;2018; 64 ;0;1500;120;1;245000
Volkswagen;Golf;-;Balıkesir;Benzin;Duz;Onden;2018; 40 ;0;1395;125;1;245000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2019; 32 ;0;1597;125;1;245000
Volkswagen;Golf;-;Ankara;Benzin;Duz;Onden;2017; 30 ;0;1395;125;1;245000
Honda;Civic;-;Zonguldak;LPG;Otomatik;Onden;2018; 17 ;0;1597;125;1;245000
Volkswagen;Polo;-;İstanbul;Benzin;Yarı;Onden;2020; 2 ;0;999;95;1;245000
Volkswagen;Polo;-;Giresun;Benzin;Yarı;Onden;2020;0;0;999;95;1;245000
Audi;A4;-;Şırnak;Dizel;Otomatik;Onden;2014; 269 ;0;1968;150;0;244000
BMW;5;-;İzmir;Dizel;Otomatik;Arkadan;2008; 209 ;0;1995;177;0;244000
Volkswagen;Passat;-;İstanbul;Benzin;Yarı;Onden;2015; 132 ;0;1395;125;0;244000
Volkswagen;VW;-;Denizli;Benzin;Yarı;Onden;2014; 122 ;0;1390;160;0;243000
Honda;Civic;-;Manisa;LPG;Otomatik;Onden;2017; 100 ;0;1597;125;1;243000
BMW;1;-;İstanbul;Benzin;Otomatik;Arkadan;2014; 65 ;0;1598;136;0;243000
Volkswagen;Scirocco;-;Mersin;Benzin;Yarı;Onden;2015; 46 ;0;1390;160;0;243000
Volkswagen;Polo;-;Samsun;Benzin;Yarı;Onden;2018; 54 ;0;999;95;1;242500
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2017; 202 ;0;1598;120;1;242000
BMW;1;-;İstanbul;Benzin;Otomatik;Arkadan;2014; 85 ;0;1598;136;0;242000
Honda;Civic;-;Mersin;LPG;Otomatik;Onden;2018; 32 ;0;1597;125;1;242000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2016; 72 ;0;1598;110;0;241500
Fiat;500;-;Ankara;Dizel;Yarı;Onden;2020; 3 ;0;1248;95;1;241500
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2016; 155 ;0;1598;120;0;241000
Audi;A3;-;İstanbul;Dizel;Yarı;Onden;2015; 89 ;0;1598;110;0;241000
Seat;Leon;-;Kahramanmaraş;Dizel;Yarı;Onden;2016; 40 ;0;1598;110;0;241000
Audi;A3;-;Diyarbakır;Dizel;Yarı;Onden;2015; 230 ;0;1598;110;0;240000
Audi;A6;-;İstanbul;Dizel;Otomatik;Onden;2010; 228 ;0;1968;170;0;240000
BMW;1;-;İstanbul;Dizel;Duz;Arkadan;2012; 180 ;0;1598;116;0;240000
Skoda;SuperB;-;Kocaeli;Dizel;Yarı;Onden;2017; 179 ;0;1598;120;1;240000
Mercedes;-;-;İstanbul;Benzin;Otomatik;Arkadan;2012; 147 ;0;1595;156;0;240000
Audi;A3;-;Bursa;Benzin;Yarı;Onden;2014; 119 ;0;1395;140;0;240000
Opel;Insignia;-;İstanbul;Dizel;Otomatik;Onden;2016; 91 ;0;1598;136;0;240000
Mercedes;-;-;İzmir;LPG;Otomatik;Arkadan;2009; 90 ;0;1597;156;0;240000
Ford;C-Max;-;Yozgat;Dizel;Duz;Onden;2016; 44 ;0;1560;115;0;240000
Honda;Civic;-;Çanakkale;LPG;Otomatik;Onden;2018; 30 ;0;1598;125;1;240000
Honda;Civic;-;Bursa;Benzin;Otomatik;Onden;2017; 26 ;0;1597;125;1;240000
Volkswagen;Passat;-;Erzincan;Dizel;Yarı;Onden;2014; 147 ;0;1598;105;0;239750
Seat;Leon;-;Malatya;Benzin;Duz;Onden;2017; 21 ;0;1395;125;1;239750
Honda;Civic;-;İstanbul;LPG;Duz;Onden;2017; 36 ;0;1597;125;1;239000
Hyundai;Elantra;-;Kocaeli;LPG;Otomatik;Onden;2020; 3 ;0;1591;127;1;239000
Volkswagen;Passat;-;Manisa;Dizel;Duz;Onden;2016; 152 ;0;1598;120;0;238500
Hyundai;Elantra;-;İzmir;Dizel;Yarı;Onden;2017; 41 ;0;1582;136;1;238000
Volkswagen;Passat;-;İstanbul;Dizel;Duz;Onden;2015; 120 ;0;1598;120;0;237500
Skoda;SuperB;-;Erzurum;Dizel;Yarı;Onden;2013; 87 ;0;1598;105;0;237500
Volkswagen;Golf;-;Ankara;Dizel;Yarı;Onden;2018; 79 ;0;1598;115;1;237500
Volkswagen;Jetta;-;Çanakkale;Benzin;Yarı;Onden;2016; 67 ;0;1395;125;0;237500
Honda;Civic;-;İzmir;LPG;Otomatik;Onden;2017; 45 ;0;1597;125;1;237500
Skoda;Octavia;-;Adıyaman;Dizel;Yarı;Onden;2016; 73 ;0;1598;110;0;237250
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2017; 63 ;0;1597;125;1;237000
Seat;Leon;-;Antalya;Benzin;Duz;Onden;2017; 58 ;0;1395;125;1;237000
Seat;Leon;-;Ankara;Dizel;Yarı;Onden;2016; 49 ;0;1598;110;0;237000
Volkswagen;Jetta;-;Ankara;Benzin;Yarı;Onden;2017; 27 ;0;1395;125;0;237000
Volkswagen;Polo;-;İstanbul;Dizel;Yarı;Onden;2018; 20 ;0;1598;95;1;237000
Hyundai;Elantra;-;Diyarbakır;LPG;Otomatik;Onden;2019; 18 ;0;1591;127;1;236500
Volkswagen;VW;-;Kırşehir;Benzin;Yarı;Onden;2013; 148 ;0;1390;160;0;236000
Volkswagen;Passat;-;Çorum;Benzin;Duz;Onden;2015; 45 ;0;1395;125;0;236000
Honda;Civic;-;Eskişehir;LPG;Otomatik;Onden;2018; 18 ;0;1597;125;1;236000
Honda;Civic;-;Sakarya;LPG;Otomatik;Onden;2019; 17 ;0;1597;125;1;236000
Honda;Accord;-;Trabzon;LPG;Otomatik;Onden;2011; 51 ;0;1998;156;0;235500
BMW;3;-;Ankara;Dizel;Otomatik;Arkadan;2012; 260 ;0;1995;184;0;235000
Audi;A6;-;Ankara;Dizel;Otomatik;Onden;2011; 253 ;0;1998;177;0;235000
Volkswagen;VW;-;Sakarya;Dizel;Yarı;Onden;2013; 230 ;0;1968;177;0;235000
Audi;A4;-;Balıkesir;Dizel;Otomatik;Onden;2013; 189 ;0;1968;150;0;235000
BMW;3;-;Samsun;Benzin;Otomatik;Arkadan;2013; 189 ;0;1598;136;0;235000
BMW;5;-;Şanlıurfa;Dizel;Otomatik;Arkadan;2009; 189 ;0;1995;177;0;235000
Audi;A4;-;İstanbul;Dizel;Otomatik;Onden;2013; 176 ;0;1968;150;0;235000
Opel;Insignia;-;Mardin;Dizel;Otomatik;Onden;2015; 160 ;0;1598;136;0;235000
Volkswagen;Golf;-;Ankara;Dizel;Yarı;Onden;2015; 155 ;0;1598;110;0;235000
BMW;3;-;Muğla;Dizel;Otomatik;Arkadan;2012; 147 ;0;1995;184;0;235000
Volkswagen;Jetta;-;Bitlis;Dizel;Duz;Onden;2013; 120 ;0;1598;105;0;235000
Audi;A3;-;Kırklareli;Dizel;Yarı;Onden;2015; 120 ;0;1598;110;0;235000
Audi;A4;-;Ankara;Benzin;Otomatik;Onden;2012; 102 ;0;1798;160;0;235000
Skoda;Octavia;-;Elazığ;Dizel;Yarı;Onden;2016; 99 ;0;1598;110;0;235000
Seat;Leon;-;İstanbul;Dizel;Yarı;Onden;2017; 93 ;0;1598;115;1;235000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2016; 81 ;0;1598;110;0;235000
Seat;Leon;-;İstanbul;Benzin;Yarı;Onden;2016; 77 ;0;1395;150;0;235000
Kia;Ceed;-;İstanbul;Dizel;Yarı;Onden;2017; 75 ;0;1582;136;1;235000
Seat;Leon;-;İzmir;Benzin;Duz;Onden;2017; 69 ;0;1395;125;1;235000
Ford;Mondeo;-;İstanbul;Dizel;Duz;Onden;2016; 67 ;0;1560;115;0;235000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2019; 30 ;0;1597;125;1;235000
Honda;Civic;-;İstanbul;LPG;Otomatik;Onden;2019; 29 ;0;1597;125;1;235000
Volkswagen;Jetta;-;İzmir;Benzin;Duz;Onden;2017; 25 ;0;1197;105;1;235000
Volkswagen;Passat;-;Mersin;Dizel;Duz;Onden;2015; 208 ;0;1598;120;0;233000
Volkswagen;Golf;-;İstanbul;Dizel;Yarı;Onden;2017; 97 ;0;1598;115;1;233000
Volkswagen;VW;-;Erzincan;Benzin;Yarı;Onden;2013; 123 ;0;1390;160;0;232500
Honda;Civic;-;Şanlıurfa;LPG;Otomatik;Onden;2018; 55 ;0;1597;125;1;232500
Opel;Astra;-;İstanbul;Dizel;Otomatik;Onden;2017; 54 ;0;1598;136;1;232500
Volkswagen;Passat;-;İstanbul;Dizel;Yarı;Onden;2015; 173 ;0;1598;120;0;232000
BMW;3;-;Adana;Benzin;Otomatik;Arkadan;2013; 125 ;0;1598;136;0;232000
Seat;Leon;-;İstanbul;Benzin;Duz;Onden;2017; 61 ;0;1395;125;1;232000
Skoda;Octavia;-;Erzurum;Benzin;Yarı;Onden;2016; 53 ;0;1395;150;0;232000
Renault;Megane;-;Trabzon;Dizel;Duz;Onden;2017; 25 ;0;1461;110;1;232000
Audi;A3;-;Eskişehir;Dizel;Yarı;Onden;2013; 144 ;0;1598;105;0;231500
Skoda;Octavia;-;Hatay;Dizel;Yarı;Onden;2017; 154 ;0;1598;115;1;230000
Skoda;Octavia;-;Hatay;Dizel;Yarı;Onden;2017; 130 ;0;1598;110;1;230000
Volkswagen;Golf;-;Gaziantep;Dizel;Yarı;Onden;2013; 130 ;0;1598;105;0;230000
Volkswagen;Passat;-;Erzurum;Dizel;Duz;Onden;2013; 104 ;0;1598;105;0;230000
Ford;C-Max;-;Ankara;Dizel;Duz;Onden;2015; 87 ;0;1560;115;0;230000
Volkswagen;Golf;-;Diyarbakır;Dizel;Yarı;Onden;2013; 79 ;0;1598;105;0;230000
Volkswagen;Jetta;-;Kayseri;Benzin;Yarı;Onden;2015; 69 ;0;1197;105;0;230000
Volkswagen;Scirocco;-;İstanbul;Benzin;Duz;Onden;2013; 32 ;0;1390;160;1;230000
Honda;Civic;-;İstanbul;LPG;Duz;Onden;2019; 25 ;0;1597;125;1;230000
Volkswagen;Polo;-;İstanbul;Benzin;Yarı;Onden;2020; 1 ;0;999;95;1;230000
Honda;Civic;-;İzmir;LPG;Otomatik;Onden;2018; 21 ;0;1597;125;1;229500
Seat;Leon;-;Trabzon;Benzin;Yarı;Onden;2017; 38 ;0;1197;110;1;229000
Peugeot;308;-;Ankara;Benzin;Otomatik;Onden;2020; 25 ;0;1199;132;1;229000
Seat;Leon;-;Giresun;Benzin;Yarı;Onden;2016; 92 ;0;1395;150;0;228500
Skoda;Octavia;-;Bursa;Dizel;Duz;4ceker;2016; 36 ;0;1598;110;0;228500
Volkswagen;Passat;-;Şanlıurfa;Dizel;Yarı;Onden;2013; 150 ;0;1598;105;0;228000
Seat;Leon;-;Antalya;Benzin;Duz;Onden;2014; 90 ;0;1395;140;0;228000
Volkswagen;Golf;-;Van;Dizel;Yarı;Onden;2014; 85 ;0;1598;105;0;228000
Volkswagen;Passat;-;Şanlıurfa;Benzin;Duz;Onden;2015; 85 ;0;1395;150;0;228000
Honda;Civic;-;İzmir;LPG;Otomatik;Onden;2017; 96 ;0;1595;125;1;227750
Volkswagen;Jetta;-;İzmir;Benzin;Yarı;Onden;2016; 91 ;0;1395;125;0;227500
Volkswagen;Golf;-;Adana;Benzin;Yarı;Onden;2016; 49 ;0;1395;125;0;227500
Opel;Corsa;-;İzmir;Benzin;Otomatik;Onden;2020; 20 ;0;1199;130;1;227499
Skoda;Octavia;-;Şanlıurfa;Dizel;Yarı;Onden;2016; 99 ;0;1598;110;0;227000
Opel;Astra;-;İstanbul;Dizel;Otomatik;Onden;2017; 47 ;0;1598;136;0;227000
Hyundai;i20;-;Kocaeli;Benzin;Otomatik;Onden;2020; 1 ;0;1368;100;1;227000
Mercedes;-;-;İstanbul;Dizel;Duz;Onden;2013; 158 ;0;1461;109;0;226500
